News,Label
Obama hits the trail for Hillary Clinton: Will he help or hurt?,REAL
Scaliaâ€™s death comes just a month before the courtâ€™s biggest abortion case in years,REAL
The Empire Files: Inside Palestine's Refugee Camps,FAKE
New Saudi king ascends to the throne as terrorism threat grows,REAL
"With Another Deadline Looming, Whispers Of Iran Nuclear Deal Emerge",REAL
Donald Trump's Clintonesque foreign policy,REAL
The Israeli Trumpess,FAKE
Comment on Sheriff Says Cannabis Makes People Murderers Because â€œRational Thoughtâ€ Leads to Violence by Isaid Dilligaf,FAKE
Seven World-Historical Achievements of the Iraq Invasion of 2003,FAKE
Major Voter Fraud Already Running Rampant Against Republicans,FAKE
The REAL REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You,FAKE
Why Rachel Dolezal's assertion that she is black could pave way for folks choosing a 'racial identity',REAL
Brexit and the Law,FAKE
Tsarnaev Mom: Americans Are â€˜Terroristsâ€™,REAL
It isnâ€™t â€˜Islamophobiaâ€™ when an Oklahoma GOP State Rep. says â€œIslam is a cancer in our nation that needs to be cut outâ€,FAKE
WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,FAKE
Clinton braces for Nevada nail-biter,REAL
The Israeli Trumpess,FAKE
US Insiders â€“ Not Russia â€“ Leaked Clinton Emails,FAKE
Is This Why The Smash In Gold & Silver Is Happening? A Shocking Game-Changer For Gold & Silver Is Now Unfoldingâ€¦,FAKE
Dad in weird mood since 2004,FAKE
NATO Buildup in Eastern Europe: â€˜Weâ€™ve Only Seen the Tip of the Icebergâ€™,FAKE
California & Oregon Want To Secede From The U.S. After Trump Election,FAKE
Here are the top five things to watch in tonight's debate,REAL
The NRA Just Admitted It Was Always Lying About Obama Confiscating Guns,FAKE
"Head Of Medicare, Who Oversaw Obamacare Rollout, Will Step Down",REAL
Republican Protester Says He Was Nearly Killed After Trump Says â€˜Take Him Outâ€™,FAKE
"Donald Trump, president of the Confederacy: The Southern strategy created the GOP civil war",REAL
"Former Miss Finland accuses Trump of sexual assault, bringing number of accusers to 12",FAKE
Kerry orders State Department review of records retention amid Clinton email controversy,REAL
United States Â– Reformation or Fracture?,FAKE
A sharp exchange over election-year polling offers thoughts for the rest of us,REAL
Romneyâ€™s reboot: Can the 2012 loser really fix his problems in 2016?,REAL
Is it possible to fix the polarization of American politics?,REAL
CETA: Canada Has Challenged The EUâ€™s Chemical Regulations 21 Times,FAKE
Tiny Homes Banned In U.S. At Increasing Rate As Govt Criminalizes Sustainable Living,FAKE
"Life: When These Third-Graders Saw Their Classmate Didnâ€™t Have A Lunch, They Kept Feeding Him More And More Lunches Until He Clogged The Door And Got School Canceled",FAKE
US faces calls to â€˜walk awayâ€™ from Iran talks,REAL
Netanyahu warns supporters he may lose in Tuesdayâ€™s election,REAL
Harry Reid Calls Trade Push By Obama And GOP 'Insanity',REAL
Sex and the Presidential City,FAKE
San Bernardino massacre: A horror that affects us all,REAL
Netanyahu's Iran Speech: Why it's important for Congress to at least listen to Israel's leader,REAL
Obama: Warren 'Absolutely Wrong' On Trade Deal,REAL
The Guardian is Going Friggin Nuts Over Calais,FAKE
Swing-state stunner: Trump has edge in key states,REAL
AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,FAKE
The Modern History of Â‘RiggedÂ’ US Elections,FAKE
Carly Fiorina will appear in top-tier Reagan Library debate,REAL
STRANGE THING moving up Alaskaâ€™s Chena River caught on video,FAKE
Trump Expected to Name Running Mate Soon: Looking for an 'Attack Dog',REAL
President Obamaâ€™s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO),FAKE
The End of the Road for John Kasich,REAL
Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model,REAL
"WHAT HAPPENED? In 2014, Quebec tried to pass a Charter that would have banned all religious attire in public, specifically to prevent Muslim women from hiding their faces",FAKE
Election 2016 and the Growing Global Nuclear Threat,FAKE
"How Barack will juggle Bibi, Vlad and Hillary",REAL
Pentagon: No Plan â€˜So Farâ€™ For US Troops to Enter Mosul,FAKE
Russian pianist Denis Matsuev terrorized in US for supporting Putin,FAKE
"In Rand Paul and Marco Rubioâ€™s feud over Cuba policy, a preview of GOPâ€™s 2016 foreign policy debate",REAL
Former GOP Representative Calls For Armed Insurrection (VIDEO),FAKE
Jeb Bush blames Iraq unrest on Obama,REAL
Cop Versus Two Informed Teens who Refuse to Submit to an Unlawful Detainment,FAKE
Al Qaeda rep says group directed Paris magazine attack; US issues travel warning,REAL
Did Trump Make a â€œSecret Deal NOT To Prosecute Hillaryâ€ In Exchange for Her Concession?,FAKE
What 'Draw Muhammad' shootings say about Islamic State reach (+video),REAL
4 Truly Important Items for Your Post-Election List of Things to Protest,FAKE
Public vs. Media on War,FAKE
"In Baltimore's call for federal police probe, a new search for answers (+video)",REAL
Freedom Rider: Organizing in the Age of Hillary,FAKE
The Iowa caucuses are closer than you think,REAL
Entering U.S. as refugees would be hard for terrorists,REAL
"As Crooked HIllary Investigation Reopens, Democrat Cities Push To Allow Illegal Immigrants Voting",FAKE
CNN Calls Sheriff Clarke A â€˜Terroristâ€™ After Trump Considers Giving Him An Incredible New Job | EndingFed News Network,FAKE
Town in Wisconsin Passes Law That Fines Parents of Bullies,FAKE
Here's why moderate Republicans aren't running for Congress anymore,REAL
"Supreme Court to consider redefining 'one-person, one-vote' principle",REAL
Iowa nightmare revisited: Was correct winner called on caucus night?,REAL
FBI Investigating New Clinton Emails - The Onion - America's Finest News Source,FAKE
"In a revealing interview, Trump predicts a â€˜massive recessionâ€™ but intends to eliminate the national debt in 8 years",REAL
Euro-Russian Mars Lander May Have Exploded Due to Software Glitch,FAKE
The Limitations of Randomised Controlled Trials,FAKE
Climate change: What you can do (Opinion),REAL
Obama: Gov. Scott Walker needs to â€˜bone upâ€™ on foreign policy,REAL
Watch: Obama criticizes Kenya's president on gay rights as they stand right by each other,REAL
Shallow 5.4 magnitude earthquake rattles central Italy; shakes buildings in Rome,FAKE
Obamaâ€™s plan to boost defense budget points to brewing national security debate,REAL
What Trump and Clinton are looking for in a VP,REAL
Trumps Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick,FAKE
The GOPâ€™s nuclear option for Donald Trump: Why the only way to beat him is so scary,REAL
Checking a claim that 'nobody did anything wrong' on Benghazi,REAL
Who's winning Indiana? It's anybody's guess,REAL
"Palinâ€™s endorsement the latest prize as Trump, Cruz battle for conservatives",REAL
Refugee Resettlement Watch: Swept Away In North Carolina,FAKE
Unravelling Chattanooga: What do we know about shooter?,REAL
November Kale,FAKE
'There appear to be no rules anymore',REAL
"University of Missouri, please immediately fire employees who taunted media",REAL
How Trump vs. Clinton could reshape the electoral map,REAL
Trump ups the ante in Indiana,REAL
"Plutocrats love Jeb, but voters donâ€™t: Bushâ€™s â€œelectabilityâ€ argument is getting even weaker",REAL
300 US Marines Deployed To Norway Near Russian Border For First Time Since World War II,FAKE
Julian Assange: Why We Published What We Have on the US Elections,FAKE
Pakistan expels India diplomat in tit-for-tat move,FAKE
News Shot: Detroit Airport Uses New System To Control Travelers,FAKE
"Chris Christie: If I Run, I Will Beat Hillary Clinton",REAL
"Christie Hides $800,000 in Travel Bills",REAL
Russia deploys missiles in Syria after Turkey shoots down bomber,REAL
Lawbreaking AirBnB At It Again: Sends Out Spam That Violates CAN-SPAM Act,FAKE
Marco Rubio self-destructs in New Hampshire,REAL
"Comment on Entitled Customer Slams Restaurant On Yelp, What Happens Next Is Sheer Badassery by customize your own jerseys",FAKE
Exclusive: Foreign Isis Fighters Defend Mosul Frontline as Locals Flee,FAKE
The President Of The United States of America: Donald J. Trump,FAKE
The GOP Is Dying Off. Literally.,REAL
Michael Bloomberg Names Technological Unemployment as the Next Administrationâ€™s â€œGreatest Conundrumâ€,FAKE
Carly Fiorina swipes at Trump: â€˜Look at this face.â€™,REAL
Where Donald Trump and Hillary Clinton stand on economic issues,REAL
Can Anyone Beat Trump in the Primary? History Says No,REAL
"Morning Plum: Get ready for another ideological death struggle, this time over climate",REAL
Two Points About the Hillary Clinton Email Fiasco,FAKE
IT Firm Wins $63Mln US Army Contract in South Korea - NCI,FAKE
"Terror attack over, 147 dead at Kenya university",REAL
"Wall Street, Hollywood, The Media And SJWs Fail To Stop Donald Trump From Becoming Americaâ€™s 45th President",FAKE
Robert Durst of HBO's 'The Jinx' charged with murder,REAL
Why the Iraq offensive will fail,REAL
Hope and hype of Hiroshima canâ€™t conceal Obamaâ€™s dismal record on nuclear disarmament,REAL
"650,000 Emails Found On Anthony Weinerâ€™s Laptop; DOJ Blocked Foundation Probe",FAKE
Congress Undermines U.S. Global Economic Standing,REAL
Iran nuclear talks: What if the deal falls through?,REAL
Electionâ€™s Rape And Sexual Assault Accusations Need to Be Taken Seriously,FAKE
Democratic convention: passionate end to day one steadies early drama,REAL
The GOP's big-money plan to save the Senate,REAL
It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,FAKE
Russian Navy Moves Guided Missile Ships to Baltic,FAKE
Cruz blasts Trump as phony conservative in front of CPAC crowd,REAL
Taking Trump votersâ€™ concerns seriously means listening to what theyâ€™re actually saying,REAL
Donald Trumpâ€™s campaign of terror: How a billionaire channeled his authoritarian rage â€” and soared to the top of the polls,REAL
BRICS Countries to Invest $500 Million in Russian Gold Deposit - Kira Egorova,FAKE
â€œThere is such a thing as being too lateâ€: Obama issues a desperate call for a global climate deal,REAL
Hybrid Wars 8. Strategies Against Africa â€“ Introduction,FAKE
Weâ€™re All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),FAKE
HIV â€˜Cureâ€™ Almost Complete after Scientists Remove Virusâ€™s DNA from Living Tissue,FAKE
Vortex Structured Water [Video],FAKE
Missing on GOP debate stage: A future president (Opinion),REAL
Senators Seek â€˜Living Wageâ€™ for Capitol Hill Contractors,REAL
Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,REAL
Getting 10 Minutes of Sunlight Per Day Can Stop Depression,FAKE
AUSTRIA: Freedom Party leader calls Chancellor Angela Merkel the â€œmost dangerous woman in Europeâ€,FAKE
The Sex Scandal That Could Change The Election,FAKE
Obama administration announces halt on new coal leases,REAL
"ObamaCare has cancer. And if itâ€™s not treated quickly and aggressively, it will die",REAL
OFF TOPIC: Unlike Muslimsâ€¦horses actually do have a sense of humor,FAKE
This Irish TV channel killed their weather presenter for Halloween,FAKE
Scientists Claim To Have Found 234 Alien Civilizations,FAKE
I Am A Syrian Living in Syria: â€œIt was Never a Revolution nor a Civil War. The Terrorists are sent by your Governmentâ€,FAKE
President Obama's persistent and puzzling passivity on terrorism,REAL
Baby Bonds: A Plan for Black/White Wealth Equality Conservatives Could Love?,FAKE
Two-time world champion in kickboxing killed in Moscow. Video,FAKE
Jeb's invisible man strategy,REAL
"Death of millions of Yemenis in the ""forgotten war""",FAKE
"Charlie Hebdo attack: Suspects' names, photos released",REAL
Why the Ted Cruz-Marco Rubio debate mattered most (+video),REAL
"David Sweat shot, captured alive after New York manhunt",REAL
Texas county switches to 'emergency paper ballots',FAKE
"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",FAKE
"Obama opens up on Iran: What he's learned about war, Republicans, and his foreign policy",REAL
Why Bernie Sanders's campaign makes me worry about how heâ€™ll manage the White House,REAL
What DNC Donors REALLY think of African Americans,FAKE
Leaked email shows Monsanto Executive V.P. invited to 'Hillraiser' fundraiser to put Clinton into the White House for Monsanto's benefit,FAKE
Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,FAKE
"First Iraqi Troops Enter Mosul, But Fighting Remains Largely in Suburbs",FAKE
SHOCK VIDEO : Hillary Needs Help Climbing ONE SINGLE STEP in Florida â€“ TruthFeed,FAKE
"After vowing to end two wars, Obama may leave three behind",REAL
Climate Engineering And Cryosphere Collapse,FAKE
Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,FAKE
"Illegal Thug Returns After Deported Twice, Gives Sick â€˜Giftâ€™ To Girlfriend",FAKE
Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma,REAL
"Ryan meets Trump, says â€˜very encouragedâ€™ but unity will take time",REAL
Eleven States Sue Obama Admin. over Transgender Directive,REAL
A brutal spoof advert for the new Macbook that highlights everything it doesnâ€™t have,FAKE
"US sailors freed by Iranians. No US apology issued, says Joe Biden",REAL
Could This Be the Real 'Super Tuesday'? A Look at What's at Stake,REAL
"Thanks to Obama, the terrorist cancer is growing",FAKE
"Politico Tries to Destroy Trump, But It Backfires IMMEDIATELY",FAKE
ICE Agent Commits Suicide in NYC; Leaves Note Revealing Govâ€™t Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,FAKE
Gold prices on the way to all-time highs,FAKE
Trump doesnâ€™t have a national campaign. So the GOP is trying to run one for him.,REAL
Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,FAKE
Some GOP elites arenâ€™t quite convinced by Trump charm offensive,REAL
Puh-LEEZE! DOJâ€™s â€˜policyâ€™ reminder to FBI is shameless (especially considering THIS) â€“ twitchy.com,FAKE
Show biz: Business and breakthroughs,FAKE
Canada Just Threw A Grenade Into Elizabeth Warren's Trade Fight With Obama,REAL
"New Company Aims To Explore Intersection Of Technology, Other Thing - The Onion - America's Finest News Source",FAKE
When Will It End? Police Clash with Pipeline Protesters,FAKE
GOP Debate Round 3: Expect Another Wild Night,REAL
A List of Best Password Managers Offering Both Free and Premium Services,FAKE
New bionic eye implant connects directly to brain,REAL
GLOBAL WARMING ALARMISTS DISAPPOINTED THAT HURRICANE MATTHEW WASNâ€™T WORSE,FAKE
His campaignâ€™s statement that Trump accepts the truth of Obamaâ€™s birthplace is filled with falsehoods,REAL
"White House, Dems seek to water down Iran bill",REAL
Reporter says Clinton camp denying him access to events,REAL
Congress's fight over Iran deal enters new phase,REAL
Why LeBron Jamesâ€™s Endorsement Could Help Clinton Retake Ohio,REAL
White House warns Congress: Fight Zika or live to regret it,REAL
Cuba has a possible lung cancer vaccine that America can now test,REAL
FBI REDUX: Whatâ€™s Behind New Probe into Hillary Clinton Emails?,FAKE
"Hillary Isnâ€™t Only One Who Suffers Memory Loss, Look What Bill Just Didâ€¦.",FAKE
White House counsel reportedly kept in dark on Clintonâ€™s personal email use,REAL
Iran talks to be extended another day,REAL
Our Debt to Paula Jones,FAKE
â€œBillionaireâ€ Donald Trumpâ€™s Presidential Campaign Is Flat Out Broke,FAKE
Reasons to Risk Nuclear Annihilation,FAKE
Election 2016: Clinton email stumble fuels Dem critics,REAL
"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",REAL
BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],FAKE
Comment on The Science is â€œOverwhelming At This Pointâ€ Wifi Industry Appeals Brain Tumor Association Ordinance by THE SCIENCE IS â€œOVERWHELMING AT THIS POINTâ€ WIFI INDUSTRY APPEALS BRAIN TUMOR ASSOCIATION ORDINANC - WAKING SCIENCE,FAKE
"â€œWe won, you lost, get over itâ€ Brexiters told outside High Court",FAKE
Political Correctness for Yuengling Brewery; What About Our Opioid Epidemic?,FAKE
"As Always, U.S. Adores a Good Sex Scandal",REAL
Migrants Refuse To Leave Train At Refugee Camp In Hungary,REAL
Biden previews battle against Clinton,REAL
Links 11/11/16,FAKE
VIDEO : Sean Hannity â€œThe American People Have Finally Been Heardâ€ â€“ TruthFeed,FAKE
"Mike Brown Family Suing Ferguson, Wilson",REAL
SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,FAKE
U.S. LAWMAKERS RAISE PRIVACY CONCERNS OVER NEW HACKING RULES,FAKE
Sandersâ€™ challenge: Winning over Obama supporters,REAL
U.S. Currency Hidden Images,FAKE
GOP lands no solid punches while sparring with Clinton over Benghazi,REAL
"A nuclear deal has been reached, but Iran must free Jason Rezaian",REAL
"South Carolina, Nevada polls find Clinton far ahead",REAL
Will Hillary Clinton lose the election because of the FBI email investigation?,REAL
"Monsanto Behind 4-Years-in-the-Making, Failed Peace Deal in Colombia",FAKE
Oathkeepers to Prevent Voter Fraud- Operation Sabot,FAKE
Non-mainstream poll shows Trump poised to win with 76% chance,FAKE
Stossel: Why Marco Rubio and Hillary Clinton are 2016's likely nominees,REAL
The Source of our Rage       :,FAKE
Donald Trump Campaign Manager Is Out,REAL
"We must smash the Clinton machine: Democratic elites and the media sold out to Hillary this time, but change is coming",REAL
5 takeaways from the first presidential debate,REAL
"@POTUS joins Twitter, jokes with @BillClinton",REAL
Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO) | Addicting Info | The Knowledge You Crave,FAKE
Obama on 'The Daily Show:' What happened to common conversation? (+video),REAL
Itâ€™s not about mental illness: The big lie that always follows mass shootings by white males,REAL
GOP Candidates Say Paris Attacks Highlight U.S. Leadership Failure,REAL
Report: Freddie Gray sustained injury in police van,REAL
"Sure, We Want An Honest And Trustworthy President, But It's Complicated",REAL
"Comment on â€˜Voting Is Rigged & Used To Pacify The Publicâ€™ Says Three-Time US Presidential Candidate Ron Paul by Anonymous: There Is No One Way To Live On This Planet, But We Can Be Harmonious â€“ Collective Evolution",FAKE
The Pope vs. America,REAL
Bernie Sanders to announce 2016 intentions on Thursday,REAL
The problem with Cruz and Kasich aligning to stop Donald Trump,REAL
Brexiters set up demented â€˜peopleâ€™s courtsâ€™,FAKE
"Prime Minister of France says, â€œif we grant immediate asylum to illegal alien Muslim invaders, by tomorrow they will be speaking French and sharing French valuesâ€",FAKE
US Presidential Elections Sound a Warning of Catastrophes to Come,FAKE
The Overwhelming Stress of Being Denied a Bathroom,REAL
DONALD TRUMP & DEUTSCHE BANK: DID CLINTONS LEAN ON US JUSTICE DEPARTMENT?,FAKE
Why You Should Stop Apologizing for Doing All That You Can,FAKE
Clinton Gets Back In The Game After Blowout Loss To Sanders In N.H.,REAL
WikiLeaks Documents Reveal United Nations Interest In UFOs,FAKE
The Senate's 46 Democrats got 20 million more votes than its 54 Republicans,REAL
Fashwave Friday: Endgame,FAKE
"Blog: If Donald Trump Pardons Me, I Would Be Honored To Serve As Secretary Of Agriculture",FAKE
Hung jury in Jodi Arias sentencing phase removes possibility of death sentence,REAL
Chris Christie Bolsters Political Team as Allies Launch Super PAC,REAL
Re: Why Did Attorney General Loretta Lynch Plead The Fifth?,FAKE
The Fear of Being Gay in Russia,REAL
Federal court: NSA phone record collection is excessive,REAL
BREAKING: THE REAL REASON HILLARY CLINTON WONT BE CHARGED BY THE FBI,FAKE
"Blame Government, Not Markets, for Monopoly",FAKE
Michael Oliver â€“ Here Is The Big Picture For Gold After The Takedown,FAKE
Hillary Clinton speech to attack Donald Trump's 'dangerous' foreign policy plans,REAL
â€˜Take The Money!!â€™: Emails Show How Clinton Campaign Manages Lobbyist Donations,REAL
Military op to retake Mosul from ISIS,FAKE
"Iowa caucus results: Ted Cruz wins, Hillary Clinton declares victory",REAL
"Lesson learned? Goldman Sachs says not to expect ""Brexit-type surprise"" on Nov. 8",FAKE
Three Ways to Recharge Your Energy Using Crystals,FAKE
"Obama Spends Earth Day In The Everglades, Taunting Republicans On Climate Change",REAL
Donald Trump doesn't challenge anti-Muslim questioner,REAL
Lawyer Who Kept Hillary Campaign Chief Out of Jail in DOJ Hillary Probe,FAKE
"Trump claims GOP nomination, tells struggling Americans 'I am your voice'",REAL
Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer,FAKE
Claire McCaskill Accuses Marco Rubio Of Shirking Principles On Immigration,REAL
"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",REAL
4 Things The New Hampshire Primary Will Tell Us,REAL
The Latest ABC/WaPo Poll Has the Hillary Campaign Sounding the Alarms,FAKE
"32,000 emails recovered in IRS targeting probe amid allegations agency chief may have lied",REAL
Banana Republic Election in the United States?,FAKE
TIME MAGAZINE Reaches NEW LOW: Itâ€™s â€œSexistâ€ To Investigate Hillary Clinton!â€,FAKE
"If Donald Trump Wins The Election, It Will Be The Biggest Miracle In US Political History",FAKE
"Comment on Creating a National Security State â€˜Democracy,â€™ Or How the American Political System Changed and No One Noticed by James Miller",FAKE
Superbug cases spur FDA warning on dirty medical scopes,REAL
PATRIOT Act At 15: Do You Feel Safer?,FAKE
The 8th Democratic Debate In 100 Words (And 4 Videos),REAL
"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",FAKE
Militias prepare for election unrest while Christians fast,FAKE
Saudi Arabia to behead disabled man for taking part in protests,FAKE
Donald Trump threatens to jail Hillary Clinton in second presidential debate,REAL
Cars That Broke Bad,FAKE
â€œHas science gone too far?â€,FAKE
Tics and tricks: Here's what Trump and Clinton's body language reveals,REAL
Green Partyâ€™s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,FAKE
Obama ISIS war authorization: Request sent to Congress,REAL
Donald Trump's Problems Are Much Deeper Than A Campaign Manager,REAL
Marcus Mumford after Bundy verdict.,FAKE
#2816: Clinton Prideâ€™s 8(a) Pig Farm Bridge â€“ Serco Zulu Server Snuff â€“Soros's Patented Voter Key,FAKE
"Obama's Presidential Library Will Be In Chicago, Foundation Announces",REAL
Republicans are crossing a dangerous new line: sabotaging US foreign policy,REAL
Bully Backs Blowhard for President: Now Christie Likes Trump,REAL
Adelson's Review-Journal Gives Trump First Major Endorsement,REAL
"Jebâ€™s Sad, Quixotic South Carolina Slog",REAL
"U.S. strike believed to have killed â€˜Jihadi John,â€™ Islamic State executioner",REAL
Dems File Complaint w/DOJ Against FBI for Investigating Hillary,FAKE
Tradesman keeps promise,FAKE
"Clinton, Trump and Obama aren't telling American workers the truth. Here it is",REAL
"BREAKING : LGBT Group Endorses Trump, Says, â€œHillary is Detrimental for Gaysâ€ â€“ TruthFeed",FAKE
The Political Songs Of Leonard Cohen,FAKE
Alabama Sen. Sessions Backs Trumpâ€™s Immigration Platform,REAL
Gary Johnsonâ€™s Post-Debate Reactions,REAL
How the Oligarchy Has Prepared the Groundwork for Stealing the Election,FAKE
Reince Priebus is in over his head,REAL
New Leak Exposes Hillaryâ€™s Real Plan For Clinton Foundation Foreign Donors,FAKE
Excruciating choice for GOP leaders: Take a risk on Trump?,REAL
WIKILEAKS : Hillary Receiving Donations from Radical Muslims in Turkey â€“ TruthFeed,FAKE
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,REAL
Jeremy Vine already tripping his tits off,FAKE
â€œHomicides Up 55 Percentâ€â€“Chicago Stays Vibrant,FAKE
Jake Tapper to moderate 's first GOP debate,REAL
"After tragic shooting, Charleston church reopens with prayer, songs and tears",REAL
Acting out of weakness? Why Obama's dangerously wrong about Putin's intentions in Syria,REAL
"Black Agenda Radio for Week of Nov. 7, 2016",FAKE
Juror in Oregon militia trial dismissed for bias: judge,FAKE
An Angry John Podesta Issues A Statement On â€œReopeningâ€ Of FBI Probe,FAKE
300 US Marines To Be Deployed To Russian Border In Norway,FAKE
"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",REAL
ISIS shoots down Russian helicopter near Palmyra (VIDEO+PHOTOS),FAKE
The Sad Evolution Of Education Summed Up By One Meme,FAKE
Obama Plans to Press Ahead With Guantanamo Bay Closure,REAL
German Defense Minister warns Donald Trump to stay away from Russia and commit full to NATO,FAKE
Netanyahu walks back Palestinian state comment,REAL
Trump Votes Are Being Flipped To Clinton,FAKE
Angela Merkel to Visit White House on Feb. 9,REAL
Will Nancy Pelosi miss John Boehner? Depends.,REAL
War is eminent,FAKE
Why Obama Has His Work Cut Out For Him On Getting Trade Votes,REAL
Women Should Vote With Their Husbands,FAKE
"Trump wonâ€™t commit to accepting election results, at fiery final debate with Clinton",REAL
What do Americans really think about abortion? The answer may surprise you.,REAL
"They Said What?!: Find Out What Reba McEntire, Whoopi Goldberg, And Pope Francis Have To Say",FAKE
Was California The Last Weekend At Bernie's House Of Hope?,REAL
Media Roll Out Welcome Mat for â€˜Humanitarianâ€™ War in Syria,FAKE
Nuclear weapons: how foreign hotspots could test Trumpâ€™s finger on the trigger,FAKE
Milestone House Vote Would Take Health Care Away From Millions,REAL
"China, Russia, The Silk Road, Commodities, Nixon And A Massive Bull Market In Gold & Silver",FAKE
"Yes, Bernie Polls Better Against Trump Than Hillaryâ€”but Thereâ€™s a Catch",REAL
EgyptAir crash: official dismisses claim that remains suggest blast,REAL
Twitter has been looking into the future: read the best 16 predictions,FAKE
Powerful Photo Series Challenges Societyâ€™s Perception Of The Obese,FAKE
"Trump suggests he might have prevented 9/11 attacks, extending feud with Bush",REAL
How far can campaigns go to win support from a Republican delegate?,REAL
Theyâ€™re already trying to steal 2016: Inside the GOP voting-rights scheme intended to derail democracy,REAL
The People Are Laughing at the Liberal Media,FAKE
"Cruz eyes insurance via Obamacare, a law he vows to scrap (+video)",REAL
"On climate change, ideological and partisan polarization hardens",REAL
#DraftOurDaughters: Pro-War Hillary Faces Backlash Over Female Draft,FAKE
Neither Bush nor Rubio is placing above 4th in Iowa or New Hampshire,REAL
From Berkeley to Kent State,FAKE
High Court Ruling Against Gay Marriage Would Produce 'Chaos',REAL
"Shift in Cuba politics boosts Obama, challenges Rubio",REAL
"Giuliani, suggesting Trump may have â€˜exaggeratedâ€™ in lewd comments, says, â€˜talk and action are two different thingsâ€™",REAL
Twenty Years of a Dictatorial Democracy     : Information,FAKE
"Decorated â€˜Heroâ€™ Cop Caught Using His Authority to Steal $170,000 in State Fees",FAKE
Cop Caught on His Own Body Camera Stealing Money From Unconscious Crash Victim,FAKE
Scott Walkerâ€™s economic mess: How worker wages were gutted in Wisconsin,REAL
Clinton Aide Says Future WikiLeaks Releases Are 'Probably Fake',FAKE
California slashes water use for upstate farmers,REAL
Re: French Political Leader: â€œFrance is about to Enter a Holy War with Islamâ€ â€“ â€œEmbrace Christianityâ€¦ Never Accept the Religion of Satanâ€,FAKE
Bernie Sanders is unleashing a plan to make prescription drugs cheaper,REAL
John Podestaâ€™s New Global Order,FAKE
Hipster dog only likes 80s dog food that you canâ€™t get any more,FAKE
Press release on Foreign Minister Sergey Lavrovâ€™s meeting with Namibian Deputy Prime Minister and Minister of International Relations and Cooperation Netumbo Nandi-Ndaitwah - Russia News Now,FAKE
Boehner 'baffled' by Israeli spying report,REAL
12 and 63-minute videos: Donald Trump connects to false flag targeting Muslims. Did you really think our â€˜mastersâ€™ offer anything other than false choice between Left and Right arms of a .01% US rogue state?,FAKE
Tribute to the Last Honorable US Senator: The Story of Paul Wellstoneâ€™s Suspected Assassination,FAKE
Thereâ€™s a good reason protesters at the University of Missouri didnâ€™t want the media around,REAL
Putin: Crimean Integration Into Russian Legal Framework Goes Forward,FAKE
Comment on 10 Strange Facts About Our Presidents by tania de saram,FAKE
French Political Leader: â€œFrance is about to Enter a Holy War with Islamâ€ â€“ â€œEmbrace Christianityâ€¦ Never Accept the Religion of Satanâ€,FAKE
Matt Bevin is the next governor of Kentucky. He has President Obama to thank.,REAL
"Fear of Trump sparking a surge in citizenship, voter applications",REAL
Dr. Duke and Andrew Anglin discuss the most important vote and election of our lives!,FAKE
John Roberts helps overthrow the Constitution,REAL
Poll gives Biden edge over Clinton against GOP candidates; VP meets with Trumka,REAL
UNâ€™s Yemen Peace Plan Would Sideline Former President Hadi,FAKE
Pope Francisâ€™ address to Congress: what it means for six Catholic lawmakers (+video),REAL
Kasich: â€˜My Republican Party doesnâ€™t like ideasâ€™,REAL
Experts Speechless! Countless People Miraculously Relieved of Serious Illness & Diseases-Must See!,FAKE
What does Rick Perry have?,REAL
"Minnesota Man Arrested, Sentenced to 6-Months in Jail for Having a Windmill On His Property",FAKE
"This is tyranny not democracy, says party with single MP",FAKE
Re: DePaul: â€œUnborn Lives Matterâ€ Posters Are Veiled Bigotry,FAKE
